'D.Freeman' 'ATL' 'RB' 5L 52L 0L 141L 3L 0L 39.8
'B.Pierce' 'JAC' 'RB' 2L 3L 0L 1L 0L 0L 1.4
'J.Allen' 'BAL' 'RB' 0L 0L 0L 12L 0L 0L 1.2
'J.Thompson' 'DEN' 'RB' 0L 0L 0L 11L 0L 0L 1.1
'L.Taliaferro' 'BAL' 'RB' 1L 6L 0L 0L 0L 0L 1.1
'Z.Stacy' 'NYJ' 'RB' 2L -2L 0L 3L 0L 0L 1.1
'T.Gerhart' 'JAC' 'RB' 0L 0L 0L 10L 0L 0L 1.0
'J.Robinson' 'IND' '' 0L 0L 0L 8L 0L 0L 0.8
'S.Taylor' 'ARI' 'RB' 0L 0L 0L 6L 0L 0L 0.6
'C.Artis-Payne' 'CAR' 'RB' 0L 0L 0L 6L 0L 0L 0.6
'C.Polk' 'HOU' 'RB' 0L 0L 0L 5L 0L 0L 0.5
'D.Johnson' 'SD' 'TE' 0L 0L 0L 2L 0L 0L 0.2
'D.Johnson' 'SD' 'TE' 0L 0L 0L 2L 0L 0L 0.2
'De.Williams' 'PIT' 'RB' 0L 0L 0L 2L 0L 0L 0.2
'A.Dixon' 'BUF' 'RB' 0L 0L 0L -1L 0L 0L -0.1
